Cultivo;grupoCultivo;areaSembradaHa;produccionTon;rendimientoTonHa;grupoCultivoOrd;EstadoFinalOrd;PeriodoOrd;CicloOrd;CultivoFre
Tomate;Hortalizas;3.0;75.6;28.0;2;0;1;0;850
Arracacha;Raíces y Tubérculos;22.0;136.0;6.48;4;0;1;0;326
Papa;Raíces y Tubérculos;8.0;96.0;12.0;4;0;1;0;1585
Yuca;Raíces y Tubérculos;19.0;108.0;6.0;4;0;1;0;602
Cebada;Cereales;6.0;24.0;4.0;5;0;0;0;186
Maíz;Cereales;4.0;11.19;2.8;5;0;0;0;1624
Cebolla De Bulbo;Hortalizas;60.0;2400.0;40.0;2;0;0;0;541
Lechuga;Hortalizas;10.0;230.0;23.0;2;0;0;0;197
Remolacha;Hortalizas;12.0;360.0;30.0;2;0;0;0;61
Tomate;Hortalizas;1.0;60.0;60.0;2;0;0;0;850
Papa;Raíces y Tubérculos;120.0;1920.0;16.0;4;0;0;0;1585
Cebada;Cereales;7.0;28.0;4.0;5;0;1;0;186
Maíz;Cereales;6.0;6.71;1.12;5;0;1;0;1624
Cebolla De Bulbo;Hortalizas;60.0;2400.0;40.0;2;0;1;0;541
Lechuga;Hortalizas;10.0;230.0;23.0;2;0;1;0;197
Remolacha;Hortalizas;18.0;540.0;30.0;2;0;1;0;61
Tomate;Hortalizas;1.0;60.0;60.0;2;0;1;0;850
Papa;Raíces y Tubérculos;45.0;720.0;16.0;4;0;1;0;1585
Arándano;Frutales;80.0;144.0;2.4;1;0;2;1;122
Ciruela;Frutales;150.0;3000.0;20.0;1;0;2;1;74
Durazno o Albaricoque;Frutales;246.0;7380.0;30.0;1;0;2;1;216
Mora;Frutales;49.0;280.0;7.0;1;0;2;1;339
Papa;Raíces y Tubérculos;470.0;18800.0;40.0;4;0;0;0;1585
Tomate de árbol;Frutales;50.0;640.0;16.0;1;0;2;1;324
Cebada;Cereales;9.0;18.0;2.0;5;0;0;0;186
Maíz;Cereales;200.0;335.59;1.68;5;0;0;0;1624
Quinua;Cereales;2.0;5.0;2.5;5;0;0;0;66
Trigo;Cereales;12.0;36.0;3.0;5;0;0;0;218
Cebolla De Bulbo;Hortalizas;9.0;180.0;20.0;2;0;0;0;541
Lechuga;Hortalizas;2.0;20.0;10.0;2;0;0;0;197
Zanahoria;Hortalizas;195.0;5850.0;30.0;2;0;0;0;394
Arracacha;Raíces y Tubérculos;15.0;375.0;25.0;4;0;0;0;326
Papa;Raíces y Tubérculos;820.0;24600.0;30.0;4;0;0;0;1585
Papa;Raíces y Tubérculos;600.0;9000.0;15.0;4;0;0;0;1585
Cebada;Cereales;16.0;32.0;2.0;5;0;1;0;186
Maíz;Cereales;100.0;167.8;1.68;5;0;1;0;1624
Quinua;Cereales;4.0;8.0;2.0;5;0;1;0;66
Trigo;Cereales;16.0;48.0;3.0;5;0;1;0;218
Cebolla De Bulbo;Hortalizas;7.0;140.0;20.0;2;0;1;0;541
Lechuga;Hortalizas;2.0;20.0;10.0;2;0;1;0;197
Zanahoria;Hortalizas;153.0;4590.0;30.0;2;0;1;0;394
Arracacha;Raíces y Tubérculos;15.0;375.0;25.0;4;0;1;0;326
Papa;Raíces y Tubérculos;610.0;18300.0;30.0;4;0;1;0;1585
Papa;Raíces y Tubérculos;700.0;10500.0;15.0;4;0;1;0;1585
Agraz - Mortiño;Frutales;4.0;3.0;1.5;1;0;2;1;32
Arándano;Frutales;3.0;13.0;6.5;1;0;2;1;122
Durazno o Albaricoque;Frutales;15.0;140.0;14.0;1;0;2;1;216
Feijoa;Frutales;3.0;12.0;6.0;1;0;2;1;117
Fresa;Frutales;7.0;146.0;20.86;1;0;2;1;223
Lulo;Frutales;6.0;22.0;7.33;1;0;2;1;223
Manzana;Frutales;3.0;6.0;3.0;1;0;2;1;61
Pera;Frutales;5.0;10.0;2.5;1;0;2;1;34
Tomate de árbol;Frutales;2.0;28.0;28.0;1;0;2;1;324
Cebada;Cereales;8.0;16.0;2.0;5;0;0;0;186
Maíz;Cereales;152.0;114.66;0.76;5;0;0;0;1624
Trigo;Cereales;30.0;37.0;1.23;5;0;0;0;218
Tabaco;Cultivos Tropicales Tradicionales;0.0;0.0;0.0;6;0;0;0;21
Arracacha;Raíces y Tubérculos;1.0;2.0;2.0;4;0;0;0;326
Papa;Raíces y Tubérculos;115.0;2415.0;22.36;4;0;0;0;1585
Yuca;Raíces y Tubérculos;2.0;6.0;3.0;4;0;0;0;602
Cebada;Cereales;6.0;6.0;1.0;5;0;1;0;186
Maíz;Cereales;120.0;144.0;1.2;5;0;1;0;1624
Trigo;Cereales;20.0;26.0;1.3;5;0;1;0;218
Tabaco;Cultivos Tropicales Tradicionales;15.0;24.0;1.6;6;0;1;0;21
Papa;Raíces y Tubérculos;65.0;975.0;15.0;4;0;1;0;1585
Sábila;Condimentos Bebidas y Aromáticas;9.0;248.0;31.0;7;0;2;1;54
Arándano;Frutales;4.0;20.0;5.0;1;0;2;1;122
Curuba;Frutales;120.0;1650.0;15.0;1;0;2;1;90
Fresa;Frutales;17.0;34.0;2.0;1;0;2;1;223
Gulupa o cholupa;Frutales;19.0;306.0;18.0;1;0;2;1;133
Higo;Frutales;0.5;3.0;6.0;1;0;2;1;31
Tomate de árbol;Frutales;40.0;540.0;18.0;1;0;2;1;324
Maíz;Cereales;8.0;7.5;1.25;5;0;0;0;1624
Cebolla De Bulbo;Hortalizas;87.0;1674.0;20.92;2;0;0;0;541
Tomate;Hortalizas;65.0;7381.0;121.0;2;0;0;0;850
Papa;Raíces y Tubérculos;20.0;275.0;17.19;4;0;0;0;1585
Maíz;Cereales;9.0;10.0;1.43;5;0;1;0;1624
Cebolla De Bulbo;Hortalizas;83.0;1676.0;20.69;2;0;1;0;541
Tomate;Hortalizas;63.0;9211.0;151.0;2;0;1;0;850
Papa;Raíces y Tubérculos;20.0;306.0;17.0;4;0;1;0;1585
Durazno o Albaricoque;Frutales;4.0;30.0;10.0;1;0;2;1;216
Lulo;Frutales;10.0;90.0;15.0;1;0;2;1;223
Plátano;Frutales;5.0;24.0;6.0;1;0;2;1;392
Maíz;Cereales;120.0;192.97;1.68;5;0;0;0;1624
Ahuyama;Hortalizas;4.0;42.0;11.05;2;0;0;0;224
Pepino Cohombro;Hortalizas;6.0;33.0;6.0;2;0;0;0;76
Pepino Guiso;Hortalizas;3.0;15.0;5.0;2;0;0;0;137
Pimentón;Hortalizas;3.0;30.0;10.0;2;0;0;0;127
Tomate;Hortalizas;2.0;240.0;120.0;2;0;0;0;850
Habichuela;Leguminosas;4.0;30.4;8.0;3;0;0;0;284
Arracacha;Raíces y Tubérculos;1.0;3.0;3.0;4;0;0;0;326
Ahuyama;Hortalizas;3.0;35.0;12.5;2;0;1;0;224
Pepino Cohombro;Hortalizas;8.0;63.0;9.0;2;0;1;0;76
Pimentón;Hortalizas;2.0;19.0;10.0;2;0;1;0;127
Tomate;Hortalizas;2.0;240.0;120.0;2;0;1;0;850
Habichuela;Leguminosas;2.0;16.0;8.0;3;0;1;0;284
Arracacha;Raíces y Tubérculos;3.0;5.4;3.0;4;0;1;0;326
Ciruela;Frutales;1.0;3.0;3.0;1;0;2;1;74
Durazno o Albaricoque;Frutales;3.0;15.0;5.0;1;0;2;1;216
Fresa;Frutales;2.0;20.0;10.0;1;0;2;1;223
Manzana;Frutales;1.0;5.0;5.0;1;0;2;1;61
Pera;Frutales;2.0;5.0;5.0;1;0;2;1;34
Cebada;Cereales;12.0;18.0;1.5;5;0;0;0;186
Maíz;Cereales;30.0;44.0;1.63;5;0;0;0;1624
Trigo;Cereales;15.0;24.0;1.6;5;0;0;0;218
Papa;Raíces y Tubérculos;30.0;255.0;8.5;4;0;0;0;1585
Papa;Raíces y Tubérculos;5.0;35.0;7.0;4;0;0;0;1585
Cebada;Cereales;12.0;14.0;1.4;5;0;1;0;186
Trigo;Cereales;12.0;17.0;1.55;5;0;1;0;218
Papa;Raíces y Tubérculos;30.0;255.0;8.5;4;0;1;0;1585
Papa;Raíces y Tubérculos;4.0;30.0;7.5;4;0;1;0;1585
Banano;Frutales;8.0;0.0;0.0;1;0;2;1;134
Lulo;Frutales;7.0;32.0;10.67;1;0;2;1;223
Maracuyá;Frutales;5.0;0.0;0.0;1;0;2;1;86
Tomate de árbol;Frutales;0.0;0.0;0.0;1;0;2;1;324
Maíz;Cereales;85.0;27.69;0.33;5;0;0;0;1624
Ahuyama;Hortalizas;6.0;38.0;7.6;2;0;0;0;224
Pepino Cohombro;Hortalizas;6.0;78.0;13.0;2;0;0;0;76
Pepino Guiso;Hortalizas;27.0;374.7;13.88;2;0;0;0;137
Pimentón;Hortalizas;12.0;215.0;19.55;2;0;0;0;127
Tomate;Hortalizas;9.0;225.0;28.12;2;0;0;0;850
Tomate;Hortalizas;22.0;1822.0;82.82;2;0;0;0;850
Habichuela;Leguminosas;24.0;288.0;12.0;3;0;0;0;284
Arracacha;Raíces y Tubérculos;30.0;300.0;10.0;4;0;0;0;326
Maíz;Cereales;4.0;4.2;1.05;5;0;1;0;1624
Ahuyama;Hortalizas;3.4;29.0;9.06;2;0;1;0;224
Pepino Cohombro;Hortalizas;6.0;71.1;11.85;2;0;1;0;76
Pepino Guiso;Hortalizas;22.0;300.0;13.64;2;0;1;0;137
Pimentón;Hortalizas;12.0;17.3;1.57;2;0;1;0;127
Tomate;Hortalizas;16.0;423.0;26.44;2;0;1;0;850
Tomate;Hortalizas;20.0;1700.0;85.0;2;0;1;0;850
Habichuela;Leguminosas;19.0;227.0;12.61;3;0;1;0;284
Ciruela;Frutales;108.0;2884.0;28.0;1;0;2;1;74
Curuba;Frutales;21.0;210.0;10.0;1;0;2;1;90
Durazno o Albaricoque;Frutales;40.0;600.0;15.0;1;0;2;1;216
Feijoa;Frutales;52.0;416.0;8.0;1;0;2;1;117
Lulo;Frutales;38.0;760.0;20.0;1;0;2;1;223
Manzana;Frutales;270.0;10800.0;40.0;1;0;2;1;61
Pera;Frutales;613.0;12260.0;20.0;1;0;2;1;34
Tomate de árbol;Frutales;66.0;1320.0;20.0;1;0;2;1;324
Uchuva;Frutales;63.0;535.0;8.49;1;0;2;1;192
Maíz;Cereales;280.0;274.07;0.98;5;0;0;0;1624
Pepino Guiso;Hortalizas;22.0;396.0;18.0;2;0;0;0;137
Arracacha;Raíces y Tubérculos;69.0;346.0;5.01;4;0;0;0;326
Papa;Raíces y Tubérculos;170.0;3740.0;22.0;4;0;0;0;1585
Maíz;Cereales;10.0;9.79;0.98;5;0;1;0;1624
Pepino Guiso;Hortalizas;6.0;125.0;20.83;2;0;1;0;137
Arracacha;Raíces y Tubérculos;30.0;133.0;4.43;4;0;1;0;326
Papa;Raíces y Tubérculos;0.0;0.0;0.0;4;0;1;0;1585
Durazno o Albaricoque;Frutales;6.0;16.0;8.0;1;0;2;1;216
Feijoa;Frutales;33.0;184.0;8.0;1;0;2;1;117
Maíz;Cereales;48.0;57.6;1.2;5;0;0;0;1624
Quinua;Cereales;2.0;5.0;2.5;5;0;0;0;66
Trigo;Cereales;1.0;2.0;2.0;5;0;0;0;218
Cebolla De Bulbo;Hortalizas;190.0;3605.0;18.97;2;0;0;0;541
Tomate;Hortalizas;70.0;1666.0;23.8;2;0;0;0;850
Papa;Raíces y Tubérculos;70.0;2100.0;30.0;4;0;0;0;1585
Quinua;Cereales;1.0;2.5;2.5;5;0;1;0;66
Cebolla De Bulbo;Hortalizas;180.0;6300.0;35.0;2;0;1;0;541
Tomate;Hortalizas;0.0;0.0;0.0;2;0;1;0;850
Tomate;Hortalizas;80.0;1904.0;23.8;2;0;1;0;850
Papa;Raíces y Tubérculos;40.0;1200.0;30.0;4;0;1;0;1585
Curuba;Frutales;11.0;132.0;12.0;1;0;2;1;90
Durazno o Albaricoque;Frutales;4.0;36.0;9.0;1;0;2;1;216
Fresa;Frutales;9.0;240.0;40.0;1;0;2;1;223
Lulo;Frutales;1.0;6.5;6.5;1;0;2;1;223
Mora;Frutales;2.5;15.0;6.0;1;0;2;1;339
Tomate de árbol;Frutales;7.0;91.0;13.0;1;0;2;1;324
Maíz;Cereales;16.0;25.2;1.8;5;0;0;0;1624
Ahuyama;Hortalizas;1.0;3.0;3.0;2;0;0;0;224
Cebolla De Bulbo;Hortalizas;17.0;320.0;20.0;2;0;0;0;541
Pimentón;Hortalizas;4.0;45.6;12.0;2;0;0;0;127
Tomate;Hortalizas;34.0;1920.0;60.0;2;0;0;0;850
Habichuela;Leguminosas;13.0;96.0;8.0;3;0;0;0;284
Arracacha;Raíces y Tubérculos;1.5;8.0;8.0;4;0;0;0;326
Papa;Raíces y Tubérculos;17.0;256.0;16.0;4;0;0;0;1585
Papa;Raíces y Tubérculos;3.0;30.0;10.0;4;0;0;0;1585
Maíz;Cereales;20.0;34.2;1.9;5;0;1;0;1624
Cebolla De Bulbo;Hortalizas;5.0;76.0;19.0;2;0;1;0;541
Pimentón;Hortalizas;3.0;30.0;10.0;2;0;1;0;127
Tomate;Hortalizas;27.0;1566.0;58.0;2;0;1;0;850
Habichuela;Leguminosas;5.0;36.0;8.0;3;0;1;0;284
Arracacha;Raíces y Tubérculos;1.0;8.0;8.0;4;0;1;0;326
Papa;Raíces y Tubérculos;6.0;85.0;17.0;4;0;1;0;1585
Papa;Raíces y Tubérculos;3.0;24.3;9.0;4;0;1;0;1585
Aguacate;Frutales;3.0;4.0;4.0;1;0;2;1;456
Durazno o Albaricoque;Frutales;63.0;688.0;16.0;1;0;2;1;216
Mango;Frutales;2.0;0.0;0.0;1;0;2;1;134
Maíz;Cereales;20.0;27.0;1.5;5;0;0;0;1624
Maíz;Cereales;5.0;12.5;2.5;5;0;0;0;1624
Tabaco;Cultivos Tropicales Tradicionales;20.0;160.0;8.0;6;0;0;0;21
Pimentón;Hortalizas;14.0;140.0;10.0;2;0;0;0;127
Tomate;Hortalizas;4.0;18.0;4.5;2;0;0;0;850
Tomate;Hortalizas;3.0;264.0;88.0;2;0;0;0;850
Papa;Raíces y Tubérculos;2.0;10.5;7.0;4;0;0;0;1585
Papa;Raíces y Tubérculos;1.0;15.0;15.0;4;0;0;0;1585
Yuca;Raíces y Tubérculos;2.0;40.0;20.0;4;0;0;0;602
Maíz;Cereales;25.0;40.0;1.6;5;0;1;0;1624
Tabaco;Cultivos Tropicales Tradicionales;0.0;0.0;0.0;6;0;1;0;21
Pimentón;Hortalizas;10.0;100.0;10.0;2;0;1;0;127
Tomate;Hortalizas;5.0;21.0;4.2;2;0;1;0;850
Tomate;Hortalizas;4.0;7.0;1.75;2;0;1;0;850
Yuca;Raíces y Tubérculos;1.0;10.0;10.0;4;0;1;0;602
Fresa;Frutales;38.0;950.0;25.0;1;0;2;1;223
Mora;Frutales;24.0;88.0;8.0;1;0;2;1;339
Cebada;Cereales;400.0;380.0;1.0;5;0;0;0;186
Maíz;Cereales;90.0;64.0;0.8;5;0;0;0;1624
Trigo;Cereales;70.0;110.0;1.83;5;0;0;0;218
Cebolla De Bulbo;Hortalizas;600.0;16250.0;29.55;2;0;0;0;541
Papa;Raíces y Tubérculos;1200.0;18000.0;18.0;4;0;0;0;1585
Cebada;Cereales;220.0;180.0;0.9;5;0;1;0;186
Maíz;Cereales;52.0;11.33;0.25;5;0;1;0;1624
Trigo;Cereales;40.0;36.0;1.0;5;0;1;0;218
Cebolla De Bulbo;Hortalizas;450.0;12000.0;30.0;2;0;1;0;541
Papa;Raíces y Tubérculos;1300.0;18000.0;15.0;4;0;1;0;1585
Aguacate;Frutales;9.0;30.0;10.0;1;0;2;1;456
Banano;Frutales;75.0;200.0;4.44;1;0;2;1;134
Lulo;Frutales;2.0;10.0;10.0;1;0;2;1;223
Plátano;Frutales;443.0;2175.0;7.5;1;0;2;1;392
Maíz;Cereales;90.0;119.0;1.4;5;0;0;0;1624
Tomate;Hortalizas;1.0;11.2;14.0;2;0;0;0;850
Yuca;Raíces y Tubérculos;110.0;997.5;9.5;4;0;0;0;602
Maíz;Cereales;40.0;49.0;1.4;5;0;1;0;1624
Tomate;Hortalizas;1.0;11.2;14.0;2;0;1;0;850
Yuca;Raíces y Tubérculos;80.0;665.0;9.5;4;0;1;0;602
Otros caducifolios;Frutales;5.0;0.0;0.0;1;0;2;1;8
Maíz;Cereales;30.0;54.0;1.8;5;0;0;0;1624
Trigo;Cereales;4.0;8.0;2.0;5;0;0;0;218
Cebolla De Bulbo;Hortalizas;15.0;300.0;20.0;2;0;0;0;541
Tomate;Hortalizas;12.0;480.0;40.0;2;0;0;0;850
Papa;Raíces y Tubérculos;79.0;948.0;12.0;4;0;0;0;1585
Cebada;Cereales;6.0;15.0;2.5;5;0;1;0;186
Maíz;Cereales;28.0;22.4;0.8;5;0;1;0;1624
Trigo;Cereales;8.0;16.0;2.0;5;0;1;0;218
Cebolla De Bulbo;Hortalizas;6.0;120.0;20.0;2;0;1;0;541
Tomate;Hortalizas;12.0;720.0;60.0;2;0;1;0;850
Papa;Raíces y Tubérculos;30.0;300.0;10.0;4;0;1;0;1585
Fresa;Frutales;6.0;84.0;28.0;1;0;2;1;223
Cebolla De Bulbo;Hortalizas;0.0;0.0;0.0;2;0;0;0;541
Cebolla De Rama;Hortalizas;45.0;600.0;15.0;2;0;0;0;75
Zanahoria;Hortalizas;8.0;262.5;35.0;2;0;0;0;394
Papa;Raíces y Tubérculos;390.0;7200.0;20.0;4;0;0;0;1585
Cebolla De Bulbo;Hortalizas;5.0;157.5;35.0;2;0;1;0;541
Cebolla De Rama;Hortalizas;95.0;3600.0;40.0;2;0;1;0;75
Zanahoria;Hortalizas;10.0;332.5;35.0;2;0;1;0;394
Papa;Raíces y Tubérculos;420.0;7800.0;20.0;4;0;1;0;1585
Aguacate;Frutales;142.0;792.0;6.0;1;0;2;1;456
Arazá;Frutales;7.0;24.0;4.0;1;0;2;1;17
Guanábana;Frutales;270.0;6500.0;25.0;1;0;2;1;114
Guayaba;Frutales;374.0;5310.0;15.0;1;0;2;1;80
Mandarina;Frutales;30.0;168.0;6.0;1;0;2;1;203
Naranja;Frutales;111.0;960.0;10.0;1;0;2;1;292
Pitahaya;Frutales;15.0;75.0;5.0;1;0;2;1;55
Plátano;Frutales;86.0;402.0;6.0;1;0;2;1;392
Maíz;Cereales;35.0;70.0;2.0;5;0;0;0;1624
Yuca;Raíces y Tubérculos;80.0;480.0;6.0;4;0;0;0;602
Maíz;Cereales;24.0;48.0;2.0;5;0;1;0;1624
Ciruela;Frutales;145.0;550.0;11.0;1;0;2;1;74
Curuba;Frutales;346.0;3500.0;17.5;1;0;2;1;90
Durazno o Albaricoque;Frutales;50.0;30.0;5.0;1;0;2;1;216
Manzana;Frutales;45.0;20.0;2.0;1;0;2;1;61
Pera;Frutales;10.0;30.0;6.0;1;0;2;1;34
Tomate de árbol;Frutales;49.0;50.0;10.0;1;0;2;1;324
Maíz;Cereales;90.0;144.0;1.8;5;0;0;0;1624
Cebolla De Bulbo;Hortalizas;8.0;259.0;37.0;2;0;0;0;541
Tomate;Hortalizas;7.0;600.0;120.0;2;0;0;0;850
Zanahoria;Hortalizas;10.0;135.0;15.0;2;0;0;0;394
Arracacha;Raíces y Tubérculos;15.0;180.0;18.0;4;0;0;0;326
Papa;Raíces y Tubérculos;200.0;4180.0;22.0;4;0;0;0;1585
Maíz;Cereales;10.0;13.6;1.7;5;0;1;0;1624
Cebolla De Bulbo;Hortalizas;5.0;175.0;35.0;2;0;1;0;541
Tomate;Hortalizas;7.0;720.0;120.0;2;0;1;0;850
Zanahoria;Hortalizas;8.0;120.0;15.0;2;0;1;0;394
Papa;Raíces y Tubérculos;170.0;3520.0;22.0;4;0;1;0;1585
Arándano;Frutales;4.0;24.0;8.0;1;0;2;1;122
Ciruela;Frutales;17.0;180.0;15.0;1;0;2;1;74
Durazno o Albaricoque;Frutales;36.0;490.0;14.0;1;0;2;1;216
Fresa;Frutales;58.0;537.0;12.49;1;0;2;1;223
Manzana;Frutales;3.0;20.0;10.0;1;0;2;1;61
Mora;Frutales;6.0;2.0;2.0;1;0;2;1;339
Tomate de árbol;Frutales;8.0;20.0;10.0;1;0;2;1;324
Uchuva;Frutales;4.0;12.0;12.0;1;0;2;1;192
Avena;Cereales;62.0;125.0;2.02;5;0;0;0;88
Cebada;Cereales;30.0;33.0;1.1;5;0;0;0;186
Maíz;Cereales;45.0;36.0;0.9;5;0;0;0;1624
Quinua;Cereales;30.0;43.0;1.72;5;0;0;0;66
Cebolla De Bulbo;Hortalizas;115.0;2500.0;21.74;2;0;0;0;541
Papa;Raíces y Tubérculos;120.0;1700.0;14.29;4;0;0;0;1585
Avena;Cereales;30.0;60.0;2.0;5;0;1;0;88
Cebada;Cereales;8.0;11.0;1.38;5;0;1;0;186
Quinua;Cereales;18.0;25.0;1.56;5;0;1;0;66
Cebolla De Bulbo;Hortalizas;65.0;1200.0;18.46;2;0;1;0;541
Papa;Raíces y Tubérculos;50.0;650.0;13.0;4;0;1;0;1585
Brevo;Frutales;6.0;30.0;5.0;1;0;2;1;38
Mora;Frutales;1.0;8.0;8.0;1;0;2;1;339
Pera;Frutales;2.0;30.0;15.0;1;0;2;1;34
Maíz;Cereales;9.0;7.2;0.8;5;0;0;0;1624
Zanahoria;Hortalizas;13.0;220.0;20.0;2;0;0;0;394
Otras hortalizas;Hortalizas;4.0;60.0;20.0;2;0;0;0;288
Papa;Raíces y Tubérculos;517.0;16032.0;32.0;4;0;0;0;1585
Papa;Raíces y Tubérculos;38.0;648.0;18.0;4;0;0;0;1585
Maíz;Cereales;3.0;2.46;0.82;5;0;1;0;1624
Zanahoria;Hortalizas;6.0;120.0;20.0;2;0;1;0;394
Otras hortalizas;Hortalizas;2.0;80.0;40.0;2;0;1;0;288
Papa;Raíces y Tubérculos;528.0;16832.0;32.0;4;0;1;0;1585
Papa;Raíces y Tubérculos;22.0;450.0;21.43;4;0;1;0;1585
Aguacate;Frutales;0.5;0.0;0.0;1;0;2;1;456
Arándano;Frutales;2.0;0.0;0.0;1;0;2;1;122
Ciruela;Frutales;3.0;0.0;0.0;1;0;2;1;74
Curuba;Frutales;98.0;1196.0;13.0;1;0;2;1;90
Durazno o Albaricoque;Frutales;6.0;54.0;9.0;1;0;2;1;216
Fresa;Frutales;1.5;8.0;8.0;1;0;2;1;223
Granadilla;Frutales;2.0;18.0;9.0;1;0;2;1;131
Mora;Frutales;7.5;63.0;9.0;1;0;2;1;339
Tomate de árbol;Frutales;28.0;416.0;16.0;1;0;2;1;324
Uchuva;Frutales;31.0;364.0;14.0;1;0;2;1;192
Maíz;Cereales;52.0;90.0;1.73;5;0;0;0;1624
Quinua;Cereales;1.0;0.5;0.5;5;0;0;0;66
Zanahoria;Hortalizas;1.0;13.0;13.0;2;0;0;0;394
Arracacha;Raíces y Tubérculos;18.0;270.0;15.0;4;0;0;0;326
Papa;Raíces y Tubérculos;410.0;8200.0;20.0;4;0;0;0;1585
Papa;Raíces y Tubérculos;10.0;80.0;8.0;4;0;0;0;1585
Maíz;Cereales;3.0;2.94;0.98;5;0;1;0;1624
Quinua;Cereales;0.2;0.1;0.5;5;0;1;0;66
Otras hortalizas;Hortalizas;1.0;2.0;2.0;2;0;1;0;288
Papa;Raíces y Tubérculos;640.0;12400.0;20.0;4;0;1;0;1585
Papa;Raíces y Tubérculos;11.0;80.0;8.0;4;0;1;0;1585
Arándano;Frutales;25.0;320.0;16.0;1;0;2;1;122
Ciruela;Frutales;3.0;30.0;30.0;1;0;2;1;74
Mora;Frutales;13.0;108.0;12.0;1;0;2;1;339
Tomate de árbol;Frutales;27.0;240.0;15.0;1;0;2;1;324
Uchuva;Frutales;130.0;1050.0;14.0;1;0;2;1;192
Maíz;Cereales;15.0;23.66;1.82;5;0;0;0;1624
Cebolla De Bulbo;Hortalizas;20.0;400.0;20.0;2;0;0;0;541
Zanahoria;Hortalizas;900.0;20000.0;25.0;2;0;0;0;394
Otras hortalizas;Hortalizas;15.0;75.0;5.0;2;0;0;0;288
Arracacha;Raíces y Tubérculos;20.0;200.0;10.0;4;0;0;0;326
Papa;Raíces y Tubérculos;1600.0;45000.0;30.0;4;0;0;0;1585
Papa;Raíces y Tubérculos;130.0;2860.0;22.0;4;0;0;0;1585
Maíz;Cereales;10.0;18.0;1.8;5;0;1;0;1624
Cebolla De Bulbo;Hortalizas;30.0;600.0;20.0;2;0;1;0;541
Zanahoria;Hortalizas;650.0;15000.0;25.0;2;0;1;0;394
Otras hortalizas;Hortalizas;10.0;50.0;5.0;2;0;1;0;288
Arracacha;Raíces y Tubérculos;10.0;100.0;10.0;4;0;1;0;326
Papa;Raíces y Tubérculos;2000.0;57000.0;30.0;4;0;1;0;1585
Papa;Raíces y Tubérculos;80.0;1440.0;18.0;4;0;1;0;1585
Durazno o Albaricoque;Frutales;2.0;3.74;3.4;1;0;2;1;216
Feijoa;Frutales;6.0;15.58;3.8;1;0;2;1;117
Fresa;Frutales;8.0;68.97;12.1;1;0;2;1;223
Lulo;Frutales;4.0;3.1;2.21;1;0;2;1;223
Mora;Frutales;23.0;160.74;9.4;1;0;2;1;339
Tomate de árbol;Frutales;9.0;127.89;20.3;1;0;2;1;324
Uchuva;Frutales;18.0;69.35;7.3;1;0;2;1;192
Maíz;Cereales;28.0;17.28;0.8;5;0;0;0;1624
Ahuyama;Hortalizas;1.0;7.2;7.2;2;0;0;0;224
Cilantro;Hortalizas;2.0;8.2;4.1;2;0;0;0;129
Zanahoria;Hortalizas;5.0;106.6;26.0;2;0;0;0;394
Arracacha;Raíces y Tubérculos;13.0;153.6;16.0;4;0;0;0;326
Papa;Raíces y Tubérculos;417.0;4309.2;14.0;4;0;0;0;1585
Papa;Raíces y Tubérculos;35.0;306.8;13.0;4;0;0;0;1585
Maíz;Cereales;20.0;12.16;0.8;5;0;1;0;1624
Cilantro;Hortalizas;2.0;8.16;5.1;2;0;1;0;129
Zanahoria;Hortalizas;4.0;16.32;5.1;2;0;1;0;394
Papa;Raíces y Tubérculos;525.0;5591.8;14.6;4;0;1;0;1585
Papa;Raíces y Tubérculos;30.0;332.76;14.1;4;0;1;0;1585
Durazno o Albaricoque;Frutales;23.0;230.0;10.0;1;0;2;1;216
Granadilla;Frutales;4.0;80.0;20.0;1;0;2;1;131
Gulupa o cholupa;Frutales;16.0;320.0;20.0;1;0;2;1;133
Lulo;Frutales;6.0;120.0;20.0;1;0;2;1;223
Mora;Frutales;5.0;35.0;7.0;1;0;2;1;339
Pitahaya;Frutales;35.0;175.0;5.0;1;0;2;1;55
Plátano;Frutales;39.0;975.0;25.0;1;0;2;1;392
Tomate;Hortalizas;4.0;112.0;28.0;2;0;0;0;850
Tomate;Hortalizas;4.0;112.0;28.0;2;0;1;0;850
Sábila;Condimentos Bebidas y Aromáticas;2.5;5.0;2.0;7;0;2;1;54
Aguacate;Frutales;9.1;45.5;5.0;1;0;2;1;456
Anón;Frutales;1.3;1.04;0.8;1;0;2;1;12
Banano;Frutales;0.5;1.5;3.0;1;0;2;1;134
Coco;Frutales;0.2;2.0;10.0;1;0;2;1;4
Guanábana;Frutales;2.3;6.0;3.16;1;0;2;1;114
Guayaba;Frutales;0.5;1.0;2.0;1;0;2;1;80
Limón;Frutales;7.0;37.8;5.4;1;0;2;1;295
Mandarina;Frutales;14.5;72.5;5.0;1;0;2;1;203
Mango;Frutales;82.5;323.5;4.94;1;0;2;1;134
Maracuyá;Frutales;1.1;5.5;5.0;1;0;2;1;86
Naranja;Frutales;5.0;30.0;6.0;1;0;2;1;292
Papaya;Frutales;0.5;4.0;8.0;1;0;2;1;30
Plátano;Frutales;34.0;204.0;6.0;1;0;2;1;392
Zapote;Frutales;15.0;22.5;1.5;1;0;2;1;28
Otros cítricos;Frutales;48.0;180.0;4.0;1;0;2;1;58
Maíz;Cereales;23.5;18.85;1.3;5;0;0;0;1624
